#Organism Name,Organism Groups,Strain,BioSample,BioProject,Size(Mb),GC%,Type,Replicons,CDS,Release Date
"Arvicanthis rufinus","Eukaryota;Animals;Mammals","","","PRJNA707848",0.016262,34.6821,"mitochondrion","NC_053802.1/MN807591.1",13,"2021-03-26T00:00:00Z"
"Arvicanthis somalicus","Eukaryota;Animals;Mammals","","","PRJNA708090",0.016272,35.8837,"mitochondrion","NC_053801.1/MN807588.1",13,"2021-03-26T00:00:00Z"
"Ateles belzebuth","Eukaryota;Animals;Mammals","","","PRJNA183470",0.01656,39.0882,"mitochondrion","NC_019800.1/FJ785422.1",13,"2012-12-10T00:00:00Z"
"Atilax paludinosus","Eukaryota;Animals;Mammals","","","PRJNA707892",0.016654,41.2994,"mitochondrion","NC_053980.1/MW257238.1",13,"2021-03-26T00:00:00Z"
"Avahi laniger","Eukaryota;Animals;Mammals","","","PRJNA214394",0.016787,42.2231,"mitochondrion","NC_021940.1/KC757387.1",13,"2013-08-06T00:00:00Z"
"Axis axis","Eukaryota;Animals;Mammals","","","PRJNA193885",0.016349,37.2378,"mitochondrion","NC_020680.1/JN632599.1",13,"2013-03-26T00:00:00Z"
"Axis porcinus","Eukaryota;Animals;Mammals","","","PRJNA194012",0.016375,37.4412,"mitochondrion","NC_020681.1/JN632600.1",13,"2013-03-25T00:00:00Z"
"Balaena mysticetus","Eukaryota;Animals;Mammals","","","PRJNA12184",0.01639,41.3118,"mitochondrion","NC_005268.1/AJ554051.1",13,"2003-12-05T00:00:00Z"
"Balaenoptera acutorostrata scammoni","Eukaryota;Animals;Mammals","","","PRJNA237330",0.016417,40.4215,"mitochondrion","MT:NC_005271.1/",13,"2003-12-05T00:00:00Z"
"Balaenoptera bonaerensis","Eukaryota;Animals;Mammals","","","PRJNA13734",0.016421,40.6979,"mitochondrion","NC_006926.1/AP006466.1",13,"2005-04-04T00:00:00Z"
"Balaenoptera borealis","Eukaryota;Animals;Mammals","","","PRJNA13731",0.01641,40.4205,"mitochondrion","NC_006929.1/AP006470.1",13,"2005-04-04T00:00:00Z"
"Balaenoptera brydei","Eukaryota;Animals;Mammals","","","PRJNA13742",0.016408,40.3157,"mitochondrion","NC_006928.1/AP006469.1",13,"2005-04-04T00:00:00Z"
"Balaenoptera edeni","Eukaryota;Animals;Mammals","","","PRJNA16673",0.016409,40.4961,"mitochondrion","NC_007938.1/AB201258.1",13,"2006-04-06T00:00:00Z"
"Balaenoptera musculus","Eukaryota;Animals;Mammals","JJ_BM4_2016_0621","","PRJNA607322",0.016402,40.6475,"mitochondrion","MT:NC_001601.1/CM018075.1",13,"1999-08-24T00:00:00Z"
"Balaenoptera omurai","Eukaryota;Animals;Mammals","","","PRJNA16678",0.016404,40.673,"mitochondrion","NC_007937.1/AB201256.1",13,"2006-04-06T00:00:00Z"
"Balaenoptera physalus","Eukaryota;Animals;Mammals","","","PRJNA11798",0.016398,40.5903,"mitochondrion","NC_001321.1/X61145.1",13,"1999-08-24T00:00:00Z"
"Balionycteris maculata","Eukaryota;Animals;Mammals","","","PRJNA819816",0.016687,41.3615,"mitochondrion","NC_061537.1/",13,"2022-03-31T00:00:00Z"
"Bandicota bengalensis","Eukaryota;Animals;Mammals","","","PRJNA754866",0.016327,37.3737,"mitochondrion","NC_057104.1/MW364625.1",13,"2021-08-31T00:00:00Z"
"Bandicota indica","Eukaryota;Animals;Mammals","","","PRJNA301279",0.016326,37.8966,"mitochondrion","NC_028335.1/KT029807.1",13,"2015-11-05T00:00:00Z"
"Bdeogale nigripes","Eukaryota;Animals;Mammals","","","PRJNA707714",0.016638,40.5277,"mitochondrion","NC_053970.1/MW257221.1",13,"2021-03-26T00:00:00Z"
"Beatragus hunteri","Eukaryota;Animals;Mammals","","","PRJNA239598",0.016359,40.9683,"mitochondrion","NC_023542.1/KF955545.1",13,"2014-02-28T00:00:00Z"
"Berardius bairdii","Eukaryota;Animals;Mammals","","","PRJNA12190",0.016346,40.3463,"mitochondrion","NC_005274.1/AJ554057.1",13,"2003-12-05T00:00:00Z"
"Berylmys berdmorei","Eukaryota;Animals;Mammals","","","PRJNA430592",0.016292,37.546,"mitochondrion","NC_036730.1/KY464178.1",13,"2018-01-18T00:00:00Z"
"Bison bison bison","Eukaryota;Animals;Mammals","TAMUID 2011002044","","PRJNA266339",0.016319,39.1568,"mitochondrion","MT:NC_012346.1/",13,"2009-03-24T00:00:00Z"
"Bison bonasus","Eukaryota;Animals;Mammals","","","PRJNA48021",0.016326,39.1461,"mitochondrion","NC_014044.1/HM045017.1",13,"2010-04-23T00:00:00Z"
"Bison priscus","Eukaryota;Animals;Mammals","","","PRJNA287367",0.016318,39.1408,"mitochondrion","NC_027233.1/KM593920.1",13,"2015-06-18T00:00:00Z"
"Bison schoetensacki","Eukaryota;Animals;Mammals","","","PRJNA376944",0.016325,39.3078,"mitochondrion","NC_033873.1/KU886087.1",13,"2017-02-27T00:00:00Z"
"Blarina brevicauda","Eukaryota;Animals;Mammals","","","PRJNA550687",0.016919,39.4409,"mitochondrion","NC_042734.1/MH801938.1",13,"2019-06-25T00:00:00Z"
"Blarina hylophaga","Eukaryota;Animals;Mammals","","","PRJNA550800",0.016755,39.248,"mitochondrion","NC_042694.1/MH801939.1",13,"2019-06-25T00:00:00Z"
"Blarinella cf. quadraticauda KIZ AL11069","Eukaryota;Animals;Mammals","","","PRJNA550859",0.01713,35.2948,"mitochondrion","NC_042750.1/MH801936.1",13,"2019-06-25T00:00:00Z"
"Blarinella griselda","Eukaryota;Animals;Mammals","","","PRJNA755007",0.016947,35.2688,"mitochondrion","NC_057272.1/MN873563.1",13,"2021-08-31T00:00:00Z"
"Blarinella quadraticauda","Eukaryota;Animals;Mammals","","","PRJNA244231",0.017014,34.9359,"mitochondrion","NC_023950.1/KJ131179.1",13,"2014-04-09T00:00:00Z"
"Blarinella wardi","Eukaryota;Animals;Mammals","","","PRJNA527561",0.016951,36.0687,"mitochondrion","NC_041145.1/MF125692.1",13,"2019-03-18T00:00:00Z"
"Blastocerus dichotomus","Eukaryota;Animals;Mammals","","","PRJNA193859",0.016359,35.0021,"mitochondrion","NC_020682.1/JN632603.1",13,"2013-03-25T00:00:00Z"
"Bootherium bombifrons","Eukaryota;Animals;Mammals","","","PRJNA574360",0.016426,39.3888,"mitochondrion","NC_044933.1/MH706732.1",13,"2019-09-30T00:00:00Z"
"Bos frontalis","Eukaryota;Animals;Mammals","","","PRJNA413493",0.016346,39.3001,"mitochondrion","NC_036020.1/MF614103.1",13,"2017-10-06T00:00:00Z"
"Bos gaurus","Eukaryota;Animals;Mammals","","","PRJNA261196",0.016345,39.327,"mitochondrion","NC_024818.1/JN632604.1",13,"2014-09-17T00:00:00Z"
"Bos gaurus","Eukaryota;Animals;Mammals","Gaur_Henry_Doorly_Zoo_5443","SAMN05558794","PRJNA325061",0.016346,39.2634,"mitochondrion","MT:CM024465.1",0,"2020-08-14T00:00:00Z"
"Bos grunniens x Bos taurus","Eukaryota;Animals;Mammals","Esperanza","SAMN12153487","PRJNA551500",0.01634,39.437,"mitochondrion","MT:CM018763.1",0,"2019-11-04T00:00:00Z"
"Bos grunniens x Bos taurus","Eukaryota;Animals;Mammals","","","PRJNA609472",0.016322,39.0455,"mitochondrion","NC_046055.1/MN163007.1",13,"2020-03-07T00:00:00Z"
"Bos indicus","Eukaryota;Animals;Mammals","QUIL7308","","PRJNA360096",0.016341,39.4162,"mitochondrion","MT:NC_005971.1/",13,"2004-07-12T00:00:00Z"
"Bos indicus x Bos taurus","Eukaryota;Animals;Mammals","","SAMN08473802","PRJNA508959",0.016339,39.4455,"mitochondrion","MT:CM010492.2",0,"2018-08-10T00:00:00Z"
"Bos javanicus","Eukaryota;Animals;Mammals","","","PRJNA38139",0.016339,39.4088,"mitochondrion","NC_012706.1/FJ997262.1",13,"2009-05-21T00:00:00Z"
"Bos mutus","Eukaryota;Animals;Mammals","yakQH1","","PRJNA221623",0.016323,39.0002,"mitochondrion","MT:NC_006380.3/",13,"2004-10-20T00:00:00Z"
"Bos mutus","Eukaryota;Animals;Mammals","","","PRJNA267347",0.016322,39.0026,"mitochondrion","NC_025563.1/KM233417.1",13,"2014-11-14T00:00:00Z"
"Bos primigenius","Eukaryota;Animals;Mammals","","","PRJNA46821",0.016338,39.4051,"mitochondrion","NC_013996.1/GU985279.1",13,"2010-03-29T00:00:00Z"
"Bos taurus","Eukaryota;Animals;Mammals","L1 Dominette 01449 registration number 42190680","","PRJNA450837",0.016338,39.4173,"mitochondrion","MT:NC_006853.1/CM008198.1",13,"2005-02-22T00:00:00Z"
"Bos taurus","Eukaryota;Animals;Mammals","LICJ1","SAMN16377989","PRJNA667556",0.016339,39.3843,"mitochondrion","MT:CM037828.1",0,"2021-12-20T00:00:00Z"
"Bos taurus","Eukaryota;Animals;Mammals","LICNZHF1","SAMN16425342","PRJNA668863",0.016338,39.4357,"mitochondrion","MT:CM038122.1",0,"2022-01-11T00:00:00Z"
"Bos taurus","Eukaryota;Animals;Mammals","","SAMEA7047893","PRJEB41564",0.017519,39.1974,"mitochondrion","MIT:LR962893.1",0,"2021-11-27T00:00:00Z"
"Bos taurus","Eukaryota;Animals;Mammals","","SAMEA7051353","PRJEB41519",0.016341,39.4101,"mitochondrion","MIT:LR962770.1",0,"2021-11-27T00:00:00Z"
"Boselaphus tragocamelus","Eukaryota;Animals;Mammals","","","PRJNA193969",0.016322,39.1864,"mitochondrion","NC_020614.1/EF536350.1",13,"2013-03-25T00:00:00Z"
"Brachyphylla cavernarum","Eukaryota;Animals;Mammals","","","PRJNA221178",0.016785,41.0366,"mitochondrion","NC_022421.1/HG003308.1",13,"2013-09-12T00:00:00Z"
"Bradypus pygmaeus","Eukaryota;Animals;Mammals","","","PRJNA304823",0.016799,44.0979,"mitochondrion","NC_028554.1/KT818523.1",13,"2015-12-03T00:00:00Z"
"Bradypus torquatus","Eukaryota;Animals;Mammals","","","PRJNA304883",0.016714,41.8811,"mitochondrion","NC_028555.1/KT818524.1",13,"2015-12-03T00:00:00Z"
"Bradypus tridactylus","Eukaryota;Animals;Mammals","","","PRJNA453227",0.01692,43.9835,"mitochondrion","NC_037527.1/KT818525.1",13,"2018-04-24T00:00:00Z"
"Bradypus variegatus","Eukaryota;Animals;Mammals","","","PRJNA304797",0.016641,44.3483,"mitochondrion","NC_028501.1/KT818526.1",13,"2015-12-03T00:00:00Z"
"Bubalus arnee","Eukaryota;Animals;Mammals","","","PRJNA760080",0.016357,40.4781,"mitochondrion","NC_057438.1/MT409695.1",13,"2021-09-09T00:00:00Z"
"Bubalus bubalis","Eukaryota;Animals;Mammals","160015118507","","PRJNA779724",0.016358,40.4573,"mitochondrion","MT:NC_049568.1/CM034296.1",13,"2020-07-13T00:00:00Z"
"Bubalus carabanensis","Eukaryota;Animals;Mammals","","","PRJNA13052",0.016359,40.6932,"mitochondrion","NC_006295.1/AY702618.1",13,"2004-09-17T00:00:00Z"
"Bubalus depressicornis","Eukaryota;Animals;Mammals","","","PRJNA193878",0.016357,40.4964,"mitochondrion","NC_020615.1/EF536351.1",13,"2013-03-25T00:00:00Z"
"Bubalus quarlesi","Eukaryota;Animals;Mammals","","","PRJNA806058",0.016354,40.5405,"mitochondrion","NC_060307.1/MK995024.1",13,"2022-02-11T00:00:00Z"
"Budorcas taxicolor","Eukaryota;Animals;Mammals","","","PRJNA39825",0.016667,39.1672,"mitochondrion","NC_013069.1/FJ006534.1",13,"2009-08-05T00:00:00Z"
"Budorcas taxicolor taxicolor","Eukaryota;Animals;Mammals","","","PRJNA555917",0.016584,39.2366,"mitochondrion","NC_043930.1/MK748332.1",13,"2019-07-22T00:00:00Z"
"Budorcas taxicolor tibetana","Eukaryota;Animals;Mammals","","","PRJNA504266",0.016665,39.1659,"mitochondrion","NC_039686.1/MH049869.1",13,"2018-11-09T00:00:00Z"
"Bunomys penitus","Eukaryota;Animals;Mammals","","","PRJNA430674",0.016308,38.3861,"mitochondrion","NC_036724.1/KY464167.1",13,"2018-01-18T00:00:00Z"
"Cabassous centralis","Eukaryota;Animals;Mammals","","","PRJNA304784",0.017114,42.8012,"mitochondrion","NC_028556.1/KT818527.1",13,"2015-12-03T00:00:00Z"
"Cabassous chacoensis","Eukaryota;Animals;Mammals","","","PRJNA304786",0.01628,42.8931,"mitochondrion","NC_028557.1/KT818528.1",13,"2015-12-03T00:00:00Z"
"Cabassous tatouay","Eukaryota;Animals;Mammals","","","PRJNA304785",0.016638,43.3285,"mitochondrion","NC_028558.1/KT818529.1",13,"2015-12-03T00:00:00Z"
"Cabassous unicinctus","Eukaryota;Animals;Mammals","","","PRJNA304829",0.016397,43.1237,"mitochondrion","NC_028559.1/KT818530.1",13,"2015-12-03T00:00:00Z"
"Cacajao calvus","Eukaryota;Animals;Mammals","","","PRJNA214396",0.016702,38.7259,"mitochondrion","NC_021967.1/KC959985.1",13,"2013-08-06T00:00:00Z"
"Caenolestes fuliginosus","Eukaryota;Animals;Mammals","","","PRJNA10685",0.016629,36.3702,"mitochondrion","NC_005828.1/AJ508400.1",13,"2004-03-24T00:00:00Z"
"Callimico goeldii","Eukaryota;Animals;Mammals","","","PRJNA257625",0.016523,38.0439,"mitochondrion","NC_024628.1/KC592391.1",13,"2014-08-06T00:00:00Z"
"Callithrix aurita","Eukaryota;Animals;Mammals","","","PRJNA665874",0.016471,40.8658,"mitochondrion","NC_050682.1/MT041703.1",13,"2020-10-09T00:00:00Z"
"Callithrix geoffroyi","Eukaryota;Animals;Mammals","","","PRJNA214385",0.016502,40.4678,"mitochondrion","NC_021941.1/KC757388.1",13,"2013-08-06T00:00:00Z"
"Callithrix jacchus","Eukaryota;Animals;Mammals","cj1700","","PRJNA635392",0.016499,40.3055,"mitochondrion","MT:NC_025586.1/",13,"2014-11-14T00:00:00Z"
"Callithrix jacchus","Eukaryota;Animals;Mammals","mCalJac1","SAMN12368443","PRJNA597600",0.016489,40.342,"mitochondrion","MT:CM021961.1",0,"2020-03-10T00:00:00Z"
"Callithrix kuhlii","Eukaryota;Animals;Mammals","","","PRJNA291235",0.0165,40.4667,"mitochondrion","NC_027658.1/KR869628.1",13,"2015-07-28T00:00:00Z"
"Callithrix penicillata","Eukaryota;Animals;Mammals","","","PRJNA339083",0.016246,40.2868,"mitochondrion","NC_030788.1/KR817256.1",13,"2016-08-16T00:00:00Z"
"Callorhinus ursinus","Eukaryota;Animals;Mammals","GAN/ISIS: 27379988/994484","","PRJNA481736",0.016668,40.3108,"mitochondrion","MT:NC_008415.3/",13,"2006-10-03T00:00:00Z"
"Callosciurus adamsi","Eukaryota;Animals;Mammals","","","PRJNA320557",0.015613,38.3783,"mitochondrion","NC_030071.1/KR911800.1",13,"2016-05-04T00:00:00Z"
"Callosciurus erythraeus","Eukaryota;Animals;Mammals","","","PRJNA267358",0.01655,39.287,"mitochondrion","NC_025550.1/KM502568.1",13,"2014-11-14T00:00:00Z"
"Callosciurus finlaysonii","Eukaryota;Animals;Mammals","","","PRJNA407177",0.01649,39.4057,"mitochondrion","NC_035817.1/KY117539.1",13,"2017-09-13T00:00:00Z"
"Callosciurus notatus","Eukaryota;Animals;Mammals","","","PRJNA407125",0.016599,38.6108,"mitochondrion","NC_035815.1/KY117542.1",13,"2017-09-13T00:00:00Z"
"Callosciurus prevostii","Eukaryota;Animals;Mammals","","","PRJNA407126",0.016674,38.707,"mitochondrion","NC_035816.1/KY117543.1",13,"2017-09-13T00:00:00Z"
"Callospermophilus lateralis","Eukaryota;Animals;Mammals","","","PRJNA344257",0.016457,36.8111,"mitochondrion","NC_031210.1/KP698975.1",13,"2016-09-23T00:00:00Z"
"Calyptophractus retusus","Eukaryota;Animals;Mammals","","","PRJNA304795",0.016231,44.7107,"mitochondrion","NC_028560.1/KT818532.1",13,"2015-12-03T00:00:00Z"
"Camelus bactrianus","Eukaryota;Animals;Mammals","","","PRJNA269612",0.016659,41.9233,"mitochondrion","MT:NC_009628.2/",13,"2007-07-03T00:00:00Z"
"Camelus dromedarius","Eukaryota;Animals;Mammals","Drom800","","PRJNA565028",0.016643,42.0657,"mitochondrion","MT:NC_009849.1/",13,"2007-09-27T00:00:00Z"
"Camelus ferus","Eukaryota;Animals;Mammals","YT-003-E","","PRJNA605179",0.01668,42.0264,"mitochondrion","MT:NC_009629.2/",13,"2007-07-03T00:00:00Z"
"Canis latrans","Eukaryota;Animals;Mammals","","","PRJNA16941",0.016724,39.6556,"mitochondrion","NC_008093.1/DQ480509.1",13,"2006-06-07T00:00:00Z"
"Canis lupaster","Eukaryota;Animals;Mammals","","","PRJNA298015",0.016721,39.7584,"mitochondrion","NC_027956.1/KT378605.1",13,"2015-10-07T00:00:00Z"
"Canis lupus","Eukaryota;Animals;Mammals","","","PRJNA16939",0.016729,39.6736,"mitochondrion","NC_008092.1/DQ480505.1",13,"2006-06-07T00:00:00Z"
"Canis lupus","Eukaryota;Animals;Mammals","","SAMEA7532739","PRJEB43200",0.01669,39.5866,"mitochondrion","MT:HG998573.1",0,"2021-03-24T00:00:00Z"
"Canis lupus chanco","Eukaryota;Animals;Mammals","","","PRJNA28753",0.016774,39.746,"mitochondrion","NC_010340.2/EU442884.2",13,"2008-02-12T00:00:00Z"
"Canis lupus familiaris","Eukaryota;Animals;Mammals","Zoey","SAMN04851098","PRJNA643631",0.016756,39.6873,"mitochondrion","MT:CM016608.1",0,"2019-05-30T00:00:00Z"
"Canis lupus familiaris","Eukaryota;Animals;Mammals","Mischka","SAMN13230619","PRJNA643630",0.016728,39.664,"mitochondrion","MT:CM022001.1",0,"2020-03-10T00:00:00Z"
"Canis lupus familiaris","Eukaryota;Animals;Mammals","Nala","SAMN12574852","PRJNA560310",0.01672,39.6411,"mitochondrion","MT:CM020940.1",0,"2020-02-05T00:00:00Z"
"Canis lupus familiaris","Eukaryota;Animals;Mammals","SID07034","SAMN14478636","PRJNA681562",0.016729,39.6437,"mitochondrion","MT:CM025140.1",0,"2020-09-03T00:00:00Z"
"Canis lupus familiaris","Eukaryota;Animals;Mammals","Tasha","","PRJNA12384",0.016727,39.6545,"mitochondrion","MT:NC_002008.4/CM023446.1",13,"1999-08-24T00:00:00Z"
